doi,oa_type,is_oa,title,published_date,published_year,genre,journal_is_in_doaj,journal_issns,journal_name,publisher,repositories,scientific_field
10.1016/j.scitotenv.2018.10.088,publisher,True,"Corrigendum to “Atmospheric particle-bound organophosphate ester flame retardants and plasticizers in a North African Mediterranean coastal city (Bizerte, Tunisia)” [Sci. Total Environ. 642 (2018) 383–393]",2019-02-01,2019.0,journal-article,False,0048-9697,Science of The Total Environment,Elsevier BV,,"Earth, Ecology, 
Energy and applied biology"
10.1021/acsami.8b20700,closed,False,Large-Size Single-Crystal Oligothiophene-Based Monolayers for Field-Effect Transistors,2019-01-21,2019.0,journal-article,False,"1944-8244,1944-8252",ACS Applied Materials & Interfaces,American Chemical Society (ACS),,Chemistry
10.1051/0004-6361/201834513,publisher;repository,True,Accurate fitting functions for peculiar velocity spectra in standard and massive-neutrino cosmologies,2019-02-01,2019.0,journal-article,False,"0004-6361,1432-0746",Astronomy & Astrophysics,EDP Sciences,HAL;air.unimi.it;arxiv.org;www.aanda.org,"Physical sciences, Astronomy"
10.1109/jstars.2019.2894063,closed,False,Monitoring Suspended Particle Matter Using GOCI Satellite Data After the Tohoku (Japan) Tsunami in 2011,2019-02-01,2019.0,journal-article,False,"1939-1404,2151-1535",IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Institute of Electrical and Electronics Engineers (IEEE),,"Earth, Ecology, 
Energy and applied biology"
10.1007/s10973-018-7442-1,repository,True,Interrupted heating DTA for liquidus temperature determination of Ag–Cd–In alloys,2018-06-07,2018.0,journal-article,False,"1388-6150,1588-2926",Journal of Thermal Analysis and Calorimetry,Springer Science and Business Media LLC,HAL,Engineering
10.3390/s19030646,publisher;repository,True,Analysing Cooking Behaviour in Home Settings: Towards Health Monitoring,2019-02-04,2019.0,journal-article,True,1424-8220,Sensors,MDPI AG,HAL;europepmc.org;pdfs.semanticscholar.org;research-information.bris.ac.uk;www.ncbi.nlm.nih.gov,"Computer and 
 information sciences"
10.1021/acsaem.8b01700,repository,True,Thickness Limitation of Band-to-Band Tunneling Process in GaAsSb/InGaAs Type-II Tunnel Junctions Designed for Multi-Junction Solar Cells,2019-01-04,2019.0,journal-article,False,"2574-0962,2574-0962",ACS Applied Energy Materials,American Chemical Society (ACS),HAL,Engineering
10.3390/polym11020305,publisher;repository,True,Hydrolyzable Additive-Based Silicone Elastomers: A New Approach for Antifouling Coatings,2019-02-12,2019.0,journal-article,True,2073-4360,Polymers,MDPI AG,HAL;europepmc.org;pdfs.semanticscholar.org;www.ncbi.nlm.nih.gov,Chemistry
10.1007/s10701-019-00234-6,repository,True,The Notion of Locality in Relational Quantum Mechanics,2019-01-29,2019.0,journal-article,False,"0015-9018,1572-9516",Foundations of Physics,Springer Science and Business Media LLC,arxiv.org,"Physical sciences, Astronomy"
10.1007/s10811-018-1594-z,repository,True,Exploring the chemodiversity of tropical microalgae for the discovery of natural antifouling compounds,2018-08-30,2018.0,journal-article,False,"0921-8971,1573-5176",Journal of Applied Phycology,Springer Science and Business Media LLC,archimer.ifremer.fr,Biology (fond.)
10.1007/s00023-018-0743-x,repository,True,Control of Fluctuations and Heavy Tails for Heat Variation in the Two-Time Measurement Framework,2018-11-22,2018.0,journal-article,False,"1424-0637,1424-0661",Annales Henri Poincaré,Springer Science and Business Media LLC,HAL;arxiv.org,"Physical sciences, Astronomy"
10.1016/j.pocean.2018.12.010,publisher;repository,True,Using fluorescence and bioluminescence sensors to characterize auto- and heterotrophic plankton communities,2019-02-01,2019.0,journal-article,False,0079-6611,Progress in Oceanography,Elsevier BV,HAL,"Earth, Ecology, 
Energy and applied biology"
10.1016/j.automatica.2018.10.053,closed,False,Influence minimization in linear threshold networks,2019-02-01,2019.0,journal-article,False,0005-1098,Automatica,Elsevier BV,,"Computer and 
 information sciences"
10.1016/j.engappai.2018.11.001,repository,True,A logic-based relational learning approach to relation extraction: The OntoILPER system,2019-02-01,2019.0,journal-article,False,0952-1976,Engineering Applications of Artificial Intelligence,Elsevier BV,HAL;arxiv.org,"Computer and 
 information sciences"
10.1007/s00211-018-1007-x,repository,True,Error estimates for the implicit MAC scheme for the compressible Navier–Stokes equations,2018-11-13,2018.0,journal-article,False,"0029-599X,0945-3245",Numerische Mathematik,Springer Science and Business Media LLC,HAL,Mathematics
10.4187/respcare.06692,publisher,True,Assessment of Peripheral Muscle Function in Cystic Fibrosis: Why and How?,2019-01-31,2019.0,journal-article,False,"0020-1324,1943-3654",Respiratory Care,Daedalus Enterprises,,Medical research
10.1007/s10531-018-1672-1,closed,False,Catch and bycatch captured by tropical tuna purse-seine fishery in whale and whale shark associated sets: comparison with free school and FAD sets,2018-11-27,2018.0,journal-article,False,"0960-3115,1572-9710",Biodiversity and Conservation,Springer Science and Business Media LLC,,Biology (fond.)
10.1016/j.compstruct.2018.10.096,closed,False,An Abaqus™ plug-in for the geometry generation of Representative Volume Elements with randomly distributed fibers and interphases,2019-02-01,2019.0,journal-article,False,0263-8223,Composite Structures,Elsevier BV,,"Physical sciences, Astronomy"
10.1016/j.snb.2018.09.082,repository,True,Skin alcohol perspiration measurements using MOX sensors,2019-02-01,2019.0,journal-article,False,0925-4005,Sensors and Actuators B: Chemical,Elsevier BV,HAL,Biology (fond.)
10.1038/s41598-018-37021-8,publisher;repository,True,The bacterial MrpORP is a novel Mrp/NBP35 protein involved in iron-sulfur biogenesis,2019-01-24,2019.0,journal-article,True,2045-2322,Scientific Reports,Springer Science and Business Media LLC,HAL;europepmc.org;www.ncbi.nlm.nih.gov,Biology (fond.)
10.5194/bg-16-105-2019,publisher;repository,True,The composition and distribution of semi-labile dissolved organic matter across the southwest Pacific,2019-01-15,2019.0,journal-article,True,1726-4189,Biogeosciences,Copernicus GmbH,HAL;archimer.ifremer.fr;pdfs.semanticscholar.org,"Earth, Ecology, 
Energy and applied biology"
10.1103/physreve.99.012110,repository,True,Anomalous one-dimensional fluctuations of a simple two-dimensional random walk in a large-deviation regime,2019-01-07,2019.0,journal-article,False,"2470-0045,2470-0053",Physical Review E,American Physical Society (APS),arxiv.org,"Physical sciences, Astronomy"
10.1016/j.physleta.2018.09.014,repository,True,Tailoring steep density profile with unstable points,2019-01-01,2019.0,journal-article,False,0375-9601,Physics Letters A,Elsevier BV,arxiv.org,"Physical sciences, Astronomy"
10.1080/01496395.2018.1498519,closed,False,Powering reversible actuators using forward osmosis membranes: feasibility study and modeling,2018-09-10,2018.0,journal-article,False,"0149-6395,1520-5754",Separation Science and Technology,Informa UK Limited,,Chemistry
10.1109/arith.2019.00048,repository,True,Randomization of Arithmetic Over Polynomial Modular Number System,2019-06-01,2019.0,proceedings-article,False,,2019 IEEE 26th Symposium on Computer Arithmetic (ARITH),IEEE,HAL,"Computer and 
 information sciences"
10.1007/978-3-030-35653-8_29,closed,False,Enforcing Access Controls in IoT Networks,2019-01-01,2019.0,book-chapter,False,"0302-9743,1611-3349",Lecture Notes in Computer Science,Springer International Publishing,,"Computer and 
 information sciences"
10.1145/3293611.3331594,repository,True,Optimal Memory-Anonymous Symmetric Deadlock-Free Mutual Exclusion,2019-07-16,2019.0,proceedings-article,False,,Proceedings of the 2019 ACM Symposium on Principles of Distributed Computing,ACM,HAL;arxiv.org,"Computer and 
 information sciences"
10.1007/978-3-030-30645-8_22,repository,True,View-Invariant Pose Analysis for Human Movement Assessment from RGB Data,2019-01-01,2019.0,book-chapter,False,"0302-9743,1611-3349",Image Analysis and Processing – ICIAP 2019,Springer International Publishing,HAL,"Computer and 
 information sciences"
10.1007/978-3-030-30048-7_6,repository,True,Towards the Characterization of Max-Resolution Transformations of UCSs by UP-Resilience,2019-01-01,2019.0,book-chapter,False,"0302-9743,1611-3349",Principles and Practice of Constraint Programming,Springer International Publishing,HAL,"Computer and 
 information sciences"
10.1007/978-3-030-29888-3_13,repository,True,Volumes of Blurred-Invariant Gaussians for Dynamic Texture Classification,2019-01-01,2019.0,book-chapter,False,"0302-9743,1611-3349",Lecture Notes in Computer Science,Springer International Publishing,HAL,"Computer and 
 information sciences"
10.1088/1742-6596/1194/1/012049,publisher;repository,True,The one dimensional semi-classical Bogoliubov-de Gennes Hamiltonian with PT symmetry: generalized Bohr-Sommerfeld quantization rules,2019-04-01,2019.0,journal-article,False,"1742-6588,1742-6596",Journal of Physics: Conference Series,IOP Publishing,HAL;arxiv.org,"Physical sciences, Astronomy"
10.4000/babel.6777,publisher,True,« Pompeya y más allá la inundación » : los espacios de la catástrofe y de la anticipación regresiva en la literatura argentina,2019-06-01,2019.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.7383,publisher,True,BEAT,2019-06-01,2019.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.7273,publisher,True,Requiem pour les grands espaces de l’Amérique indienne,2019-06-01,2019.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.6972,publisher,True,Le Testament d’un excentrique de Jules Verne (1899) : un jeu de l’oie grandeur nature ou les États-Unis mode d’emploi,2019-06-01,2019.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.4000/babel.5537,publisher,True,"Marot ""joueur"" : portrait de l’auteur en saltimbanque",2019-01-01,2019.0,journal-article,True,"1277-7897,2263-4746",Babel,OpenEdition,,Humanities
10.14311/tpfm.2019.008,repository,True,DISCONTINUOUS GALERKIN METHOD FOR STEADY-STATE RICHARDS EQUATION,2019-01-01,2019.0,proceedings-article,False,,Topical Problems of Fluid Mechanics 2019,"Institute of Thermomechanics, AS CR, v.v.i.",HAL,"Earth, Ecology, 
Energy and applied biology"
10.1145/3350546.3352522,repository,True,Exploring Differences in the Impact of Users’ Traces on Arabic and English Facebook Search,2019-10-14,2019.0,proceedings-article,False,,IEEE/WIC/ACM International Conference on Web Intelligence,ACM,HAL,"Computer and 
 information sciences"
10.1117/12.2508424,closed,False,Molecular spacers in nanocube patch antennas: a platform for embedded molecular electronics,2019-03-04,2019.0,proceedings-article,False,,Photonic and Phononic Properties of Engineered Nanostructures IX,SPIE,,"Computer and 
 information sciences"
10.1016/j.ifacol.2019.11.391,publisher;repository,True,A New Hybrid Approach for Machine Layout Design Under Family Product Evolution for Reconfigurable Manufacturing Systems,2019-01-01,2019.0,journal-article,False,2405-8963,IFAC-PapersOnLine,Elsevier BV,HAL,"Computer and 
 information sciences"
10.1016/j.ifacol.2019.12.318,publisher;repository,True,Towards active self-management of umbilical linking ROV and USV for safer submarine missions,2019-01-01,2019.0,journal-article,False,2405-8963,IFAC-PapersOnLine,Elsevier BV,HAL,"Computer and 
 information sciences"
10.1051/epjconf/201921107004,publisher;repository,True,Integral data assimilation of the MERCI-1 experiment for the nuclear data associated with the PWR decay heat computation,2019-01-01,2019.0,journal-article,True,2100-014X,EPJ Web of Conferences,EDP Sciences,HAL;pdfs.semanticscholar.org;www.epj-conferences.org,"Physical sciences, Astronomy"
10.1007/978-3-030-21500-2_4,repository,True,Reversibility vs Local Creation/Destruction,2019-01-01,2019.0,book-chapter,False,"0302-9743,1611-3349",Lecture Notes in Computer Science,Springer International Publishing,HAL;arxiv.org,"Computer and 
 information sciences"
10.1007/978-3-030-25540-4_33,publisher;repository,True,Robust Controller Synthesis in Timed Büchi Automata: A Symbolic Approach,2019-01-01,2019.0,book-chapter,False,"0302-9743,1611-3349",Lecture Notes in Computer Science,Springer International Publishing,HAL,"Computer and 
 information sciences"
10.1007/978-3-030-20521-8_52,repository,True,Visual Disambiguation of Prepositional Phrase Attachments: Multimodal Machine Learning for Syntactic Analysis Correction,2019-01-01,2019.0,book-chapter,False,"0302-9743,1611-3349",Lecture Notes in Computer Science,Springer International Publishing,HAL,"Computer and 
 information sciences"
10.12681/mms.18660,publisher;repository,True,Seasonal and plant-part isotopic and biochemical variation in Posidonia oceanica,2019-06-28,2019.0,journal-article,True,"1791-6763,1108-393X",Mediterranean Marine Science,National Documentation Centre (EKT),HAL;archimer.ifremer.fr,Biology (fond.)
10.1088/1742-6596/1182/1/012003,publisher,True,Single-electron excitations and interactions in integer quantum Hall systems at ν = 2,2019-02-01,2019.0,journal-article,False,"1742-6588,1742-6596",Journal of Physics: Conference Series,IOP Publishing,,"Physical sciences, Astronomy"
10.4000/narratologie.9364,publisher,True,Quand l’écrivain reprend son texte : réécritures de Pierre Dhainaut dans l’anthologie Dans la lumière inachevée,2019-09-03,2019.0,journal-article,True,"0993-8516,1765-307X",Cahiers de Narratologie,OpenEdition,,Humanities
10.7202/1059180ar,publisher,True,Analyse typologique des investisseurs participant au financement d’un rachat d’entreprise par son propriétaire : une étude exploratoire1,2019-04-26,2019.0,journal-article,False,"1918-9699,0776-5436",Articles,Consortium Erudit,,Social sciences
10.1145/3308558.3313602,closed,False,Learn2Clean: Optimizing the Sequence of Tasks for Web Data Preparation,2019-01-01,2019.0,proceedings-article,False,,The World Wide Web Conference on - WWW '19,ACM Press,,"Computer and 
 information sciences"
10.32604/phyton.2019.05261,publisher;repository,True,Morphology and Genetic Studies of Cymodocea Seagrass Genus in Tunisian Coasts,2019-01-01,2019.0,journal-article,False,1851-5657,Phyton,"Computers, Materials and Continua (Tech Science Press)",HAL,Biology (fond.)
10.3934/environsci.2019.4.277,publisher;repository,True,Dynamics of trace metals in a shallow coastal ecosystem: insights from the Gulf of Gabès (southern Mediterranean Sea),2019-01-01,2019.0,journal-article,True,2372-0352,AIMS Environmental Science,American Institute of Mathematical Sciences (AIMS),HAL;pdfs.semanticscholar.org,Chemistry
10.1051/mmnp/2019012,repository,True,Canards Existence in the Hindmarsh–Rose model,2019-01-01,2019.0,journal-article,False,"0973-5348,1760-6101",Mathematical Modelling of Natural Phenomena,EDP Sciences,ddd.uab.cat,Biology (fond.)
10.1075/term.00028.led,closed,False,Vulgarisation scientifique et médiatisation de la science,2019-07-24,2019.0,journal-article,False,"0929-9971,1569-9994",Terminology / International Journal of Theoretical and Applied Issues in Specialized Communication,John Benjamins Publishing Company,,"Computer and 
 information sciences"
